作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书,检索原句
200510302523200039,韩国,女,200510,我看流行歌曲,75,60,53,30,52,256,未参加,社会什么现象都有。
199605104523100260,韩国,男,199605,由“三个和尚没水喝”想到的……,70,70,69,74,84,355,C,一个整体{CD集团}的发展是不可能{CJ-sy靠}一个人实现{CC做{CC作}到}的。
200209550523150876,韩国,男,200209,如何解决“代沟”问题,65,65,63,37,62,276,未参加,但是我们却{CC竟}喜欢那些{CC那么}赶流行的年轻[B青]影星。
200209550523150766,韩国,男,200209,如何解决“代沟”问题,65,65,63,62,58,297,C,我想这个方法来解[C]决[C]“代沟”的问题还是最好的。
200307271523100048,韩国,男,200307,绿色食品与饥饿,70,70,75,64,81,348,C,只有他们为建设一个好国家，{CQ生产}充足的{CC于}绿色食品而奋[Pfèn]斗的时候才能解决这
200105550523250400,韩国,女,200105,一封写给父母的信,70,70,49,51,61,289,未参加,随着天气的变化，昨天我偶尔想起来，以前爸带我去任川的岛这一{CQ件}事。
199605550523290030,韩国,女,199605,由“三个和尚没水喝”想到的……,65,60,69,42,63,282,未参加,后来又来了一个和尚，于是两个人就抬水喝[C]了。
200105550523250384,韩国,女,200105,一封写给父母的信,65,65,79,61,67,321,C,那时，总是只有我们俩[B两]去{CD了}，所以妈妈忌妒我们{CD了}。
200510111523201572,韩国,女,200510,我看流行歌曲,60,60,37,42,52,233,未参加,除了这点以外，[BC。]流行歌曲可以交流{CJX}跟着有同语言的外国人。
199604123523200293,韩国,女,199604,如何看待“安乐死”,50,60,48,57,49,243,未参加,比如说先看这篇[B偏]文章，[BC。]妻子得了不治之症，[BC。]很痛苦，[BC。]一天一天生活{CJX}痛苦地继续下去。
200405109523100552,韩国,男,200405,吸烟对个人健康和公众利益的影响,70,60,48,52,59,274,未参加,我认为在公共场所内禁[C]止吸烟的措[C]施带来了社会各方面的好处[C]，[BC。]最明显的是非吸烟的人数可能会增加几倍，[BC。]而且{CD在}公共场所的环[C]境会整洁。{CP公共场所是每个人都可[C]以享受的空间[C]，所以我建议一个{CJX}
200510111523201347,韩国,女,200510,我看流行歌曲,60,65,44,46,37,235,未参加,首先，音乐尤其流行歌曲{CD是}缓解{CC解缓[C]}我的压力。
199605104523100071,韩国,男,199605,由“三个和尚没水喝”想到的……,65,55,33,51,44,230,未参加,两种{CC个}情[C]况下，两个人都满足。P}
200105550523250115,韩国,女,200105,一封写给父母的信,70,70,49,56,51,284,C,妈去世已经四年了，爸和我不幸地已经过了三大悲伤之中的一个，已过了{CJ-zy很}长的时间还很难过。
200307215523150013,韩国,男,200307,绿色食品与饥饿,65,60,70,46,67,291,未参加,其中食也就是食物，这可以说是最重要的一项。
199804123523200258,韩国,女,199804,学习汉语的苦与乐,70,70,54,59,40,281,未参加,我来中国{CJ+sy到}学汉语已经过了三年多。
200105550523250187,韩国,女,200105,一封写给父母的信,65,65,44,47,47,252,未参加,我很担心，没事儿吧！
200510302523100009,韩国,男,200510,我看流行歌曲,60,60,63,44,37,246,未参加,但是也有一点儿的好处就是听歌可以放松[B送]一下精神，了解别的国家的环境。
200405109523200683,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,60,40,41,35,224,未参加,我们韩国广告中有禁烟的广告。
200510111523100784,韩国,男,200510,我看流行歌曲,55,60,35,40,42,213,未参加,随便[B边]听{CJX}可以，但是我愿意找您的起性{CJ？}。
200209550523250116,韩国,女,200209,如何解决“代沟”问题,65,70,66,79,76,342,C,为了达到目的，如果他们把在一起的时间增多{CC拉长}，一起分享很多事情的话，他们之间存在的“代沟”问题应该会改善。
200307109523100197,韩国,男,200307,绿色食品与饥饿,65,70,64,49,79,313,C,因为被污染的环境、[BC，]受污染的食品是对人体有害的。
200510111523200836,韩国,女,200510,我看流行歌曲,65,70,53,52,57,283,未参加,比如，我有的时候，一边听以前流行的歌，一边想过去。
200307217523200102,韩国,女,200307,绿色食品与饥饿,65,65,83,62,81,340,C,另一方面，我们在市场上可以看到所谓的“[BC‘]绿色食品”[BC’]。
200105550523150109,韩国,男,200105,一封写给父母的信,65,65,60,44,61,279,未参加,学费是学校负担的。
200209550523250838,韩国,女,200209,如何解决“代沟”问题,70,65,81,69,56,327,C,我国，韩国就是一个保守的国家，古往今来，大人不爱多话，不大表现自己的感情和心情，所以年青人和一些大人之间，没有那么多的对话。
199605104523100179,韩国,男,199605,由“三个和尚没水喝”想到的……,60,60,63,49,32,246,未参加,第一个和尚见到了新来的和尚之后感到{CD了}非常高兴，因为有了可以跟自己练功的人。
199610550523290037,韩国,女,199610,如何解决“代沟”问题,60,70,44,48,47,254,未参加,过了一个星期，我适应了中国的生活[BQ，]还有电话也每个星期一次{CJX}给爸爸打{CJ+by电话}，不哭[BQ，]真的好好儿地过了日子。
200405109523200364,韩国,女,200405,吸烟对个人健康和公众利益的影响,60,80,87,68,72,354,C,吸烟的人说吸烟的时候可以消除所有的忧[B悠]愁。
200307205523100109,韩国,男,200307,绿色食品与饥饿,70,60,38,17,27,197,未参加,用化肥和农药的时候用一点就应[C]该没问题的，[BC.]如果不用农药的话就等于世界{CC界世}的食品就减少{CC降低}[BQ，]那挨饿的人越来越多，农产品减少{CC降低}[BQ，]那产品的价格也会升[Pshang]高，[BC、]这样的话[BQ，]对不能生产{CC2做}[C]农产品的国家来说{CJ-sy是}非常大的问题。
200405109523100570,韩国,男,200405,吸烟对个人健康和公众利益的影响,85,65,62,50,55,306,C,不[C]过人们开始吸烟后，过一段时间，不知不觉[BD，]就慢慢上瘾。
199610550523290095,韩国,女,199610,如何解决“代沟”问题,80,80,52,57,65,326,C,目前的年轻[F輕]人们[F們]不听[C]父母的话[F話]，这[F這]是为[F為]什[F甚]么[F麼]呢？
200105550523250447,韩国,女,200105,一封写给父母的信,65,65,25,25,40,204,未参加,今天早晨，太辛苦了。
200307109523200545,韩国,女,200307,绿色食品与饥饿,65,55,48,46,53,249,未参加,如果我们只想身体的话，粮食不足，我们可能会都得{CD了}营[Pyíng]养[Pyǎng]{CJ-buy不良}{CD矢}。
200105550523150330,韩国,男,200105,一封写给父母的信,70,75,47,39,42,262,未参加,爸妈不要为{CC对}我{CD的}担心。
200105550523250528,韩国,女,200105,一封写给父母的信,75,70,44,47,54,279,未参加,亲爱的妈妈:[BC.]你好！
200405109523201890,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,90,55,48,70,319,未参加,吸烟对身体非常不利，多年吸烟会导致肺癌症等{CD得}病。
199505104523200219,韩国,女,199505,记对我影响最大的一个人,75,70,65,59,61,319,C,女孩儿也要学习{CQ就}支持学习。
200405109523101438,韩国,男,200405,吸烟对个人健康和公众利益的影响,80,70,57,50,55,302,未参加,对这个问题我想也没有人知道答案。P}
200209550523250039,韩国,女,200209,如何解决“代沟”问题,65,70,54,84,74,333,C,一般的人只喜欢熟悉的{CJ-zxy事物}，对新的{CJ-zxy事物}不管三七二十一地讨厌。
200405109523200575,韩国,女,200405,吸烟对个人健康和公众利益的影响,75,0,74,64,82,289,未参加,总的来说，吸烟是对个人、别人和社会没有好处的，[BC、]应该抛弃的不良习惯。
200209550523250040,韩国,女,200209,如何解决“代沟”问题,65,70,60,67,54,302,C,这样的话，不会误会对方。
200105550523150090,韩国,男,200105,一封写给父母的信,65,70,38,39,61,259,未参加,最近我有一个考试，这个考试对我来说，非常非常地重要。
200209550523250081,韩国,女,200209,如何解决“代沟”问题,70,65,63,57,64,305,C,"在对方的立场{CC立地}想一想为什么他那样行动[BQ,]是很久以前伟大的儒家思想家提出的理解别人的方法。"
200405109523201012,韩国,女,200405,吸烟对个人健康和公众利益的影响,75,65,79,70,59,335,C,可是有很大的关系{CD了}。{CQ在}
200405109523101529,韩国,男,200405,吸烟对个人健康和公众利益的影响,70,70,59,46,53,286,C,我的[C]爸爸虽然吸烟，可是不让我吸烟，因为他知道吸烟{CD的[C]}不好{CJ+zxy问题[C]}。
200510111523200844,韩国,女,200510,我看流行歌曲,60,70,51,50,52,268,未参加,人们可以选择[B译]自己喜欢的内容。
200105550523250185,韩国,女,200105,一封写给父母的信,60,65,63,70,76,317,C,你不需要很早起床做饭，洗衣服，而且可以享受想做什么，就做什么的自由自在的人生。
200405109523100803,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,65,40,41,46,241,未参加,那是因为我没抽过烟[BQ，]认为{CC2看}他一个不太好的学生{CJs}。
200209550523250190,韩国,女,200209,如何解决“代沟”问题,65,65,57,64,50,285,C,而{CC1而且}年轻人也要尊[B奠]重他们，要努力了解他们的想法。
200307109523200414,韩国,女,200307,绿色食品与饥饿,60,60,56,35,38,231,未参加,特别有的{CC了}农作物的生长过程中，使用化肥和农药，[BC.]产量就会大大提高{CD了}，可是作物会受到不同程度的化学污染，如果吃这样的食品对人的健康不好。
200307109523200010,韩国,女,200307,绿色食品与饥饿,70,70,80,43,50,301,C,但问题还[C]存在。
200209550523150989,韩国,男,200209,如何解决“代沟”问题,70,60,63,47,54,279,未参加,因为生活态度以及价值观念等方面存在的差异，这个差距是很悠久的，[BC。]而且很长远的。
200307201523200041,韩国,女,200307,绿色食品与饥饿,60,70,78,56,87,336,C,其次，按那样做在世界上更多的人会因缺少粮食而挨饿的。
200405109523201776,韩国,女,200405,吸烟对个人健康和公众利益的影响,60,75,43,35,44,243,未参加,我要先说我对吸烟的看法是不同意。
199610550523190100,韩国,男,199610,如何解决“代沟”问题,55,65,33,44,53,232,未参加,但是，现在的年轻人受{CC学}的教育是比较软的。
199505104523100024,韩国,男,199505,记对我影响最大的一个人,85,85,73,75,82,395,B,我从小[C]成[C]长[C]在一个非常严格的家庭。
200105550523250231,韩国,女,200105,一封写给父母的信,70,70,38,35,47,248,未参加,妈妈老是理解我这样的心理，因此你等我下课以后回家，给我做好吃的东西，并且对我充分表达妈妈的爱。
199605104523100097,韩国,男,199605,由“三个和尚没水喝”想到的……,60,65,21,54,51,234,未参加,他想喝水就到山底下去喝水。
200105550523150084,韩国,男,200105,一封写给父母的信,65,65,27,21,42,204,未参加,还好吗？
200105550523250383,韩国,女,200105,一封写给父母的信,70,70,63,47,54,292,C,有一天弟弟对我说[BQ：]“姐姐你太自私，我真受不了。
200104124523200398,韩国,女,200104,一封写给父母的信,60,70,58,39,58,270,未参加,听到这个消息我很高兴，可是我最近忙得不得了，恐怕[B忙]我没有{CC不能}很多时间陪妈妈，如果妈妈要来的话，五{CC5}月以后来吧！
200307109523200594,韩国,女,200307,绿色食品与饥饿,70,70,67,54,50,299,C,这意味着最重要是人们的健康。P}
200405109523100630,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,60,19,37,37,201,未参加,我常常抽着{CJ-by烟}办事。
200105550523250364,韩国,女,200105,一封写给父母的信,80,70,63,68,72,343,C,看着你们睡觉的样子不禁{CJX}心里有一股说不出的滋味{CC味道}。
200405109523100628,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,60,43,60,53,264,未参加,吸烟{CJX}有人说无益有害，[BC。]没有一点{CD的}好[C]处，只有很多坏处，[BC。]所以政府也采取了一些措施，[BC。]允许抽烟的地方少一些{CJjy}。{CP如[C]果在不允许抽烟的地方抽烟的话，就{CJ-zy会}
200307109523100130,韩国,男,200307,绿色食品与饥饿,60,65,54,25,56,243,未参加,上述的短文已[B以]经说明了：[BC。]使用化肥和农药的话，产量就会大大提高，但农作物会受到不同程度的化学污染，吃了会有害于人的健康。
199505550523100904,韩国,男,199505,记对我影响最大的一个人,70,65,62,69,65,317,C,我最期待的是他的电影。
200510111523201856,韩国,女,200510,我看流行歌曲,80,60,44,38,59,268,未参加,对我来说，中国的流行歌曲有很重要的两种价值。
200307109523200559,韩国,女,200307,绿色食品与饥饿,65,60,51,43,44,246,未参加,我同意生产{CC2做}“绿色食品”，[BC。]因为{CC为了}生产{CC2做}绿色食品不用污染土地。[BC.]
200307201523100105,韩国,男,200307,绿色食品与饥饿,70,65,54,38,47,260,未参加,我们吃不吃绿色食品都没有关系，但是挨饿是不可接受的。
200104124523200188,韩国,女,200104,一封写给父母的信,70,60,55,49,49,268,未参加,如果我在汉城，也许不能感受[L]到{CD的}。
200307209523100031,韩国,男,200307,绿色食品与饥饿,65,65,80,54,50,298,C,虽然很多国家{CQ因}缺少粮食而挨饿，可是有些国家有丰富的粮食。
199605550523190013,韩国,男,199605,由“三个和尚没水喝”想到的……,70,70,52,56,65,301,C,如果这[F這]三类[F類]人不尽[F盡]力而为[F爲]。
200105550523150345,韩国,男,200105,一封写给父母的信,65,70,47,54,45,267,未参加,在世界上最好的爸爸，妈妈。
200405109523201410,韩国,女,200405,吸烟对个人健康和公众利益的影响,70,65,48,46,41,256,未参加,{CJ-sy是}为了保持市容整洁，并帮助青少年养成良好的习惯，还有为了保护公众利益。
200510111523201062,韩国,女,200510,我看流行歌曲,60,60,35,24,25,186,未参加,我觉得{CC2对}流行歌曲不但不好听而且不懂。
200005108523100305,韩国,男,200005,关于用自然之声取代噪声的建议,65,65,18,42,35,209,未参加,我没有权利。
200105550523250307,韩国,女,200105,一封写给父母的信,65,75,25,47,36,235,未参加,2001年5月12日×××
200510111523201037,韩国,女,200510,我看流行歌曲,65,80,65,67,79,344,C,压力非常大，一些烦恼让你为难的时候，就把耳机带上，听听音乐，听着听着，你的烦恼不知不觉都可以消除了。
200405109523201420,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,65,34,54,39,241,未参加,对非吸烟者来说，烟[D煙]是不能忍耐的，而且{CD通过}吸烟者吸烟[B咽]{CJ+zxy的烟[F煙]}有{CJX}{CC是}对非吸烟者健康影响{CD力}很大{CC深}。
199610550523190015,韩国,男,199610,如何解决“代沟”问题,60,55,28,46,32,202,未参加,他非常非常爱[F愛]他们。
200209550523150322,韩国,男,200209,如何解决“代沟”问题,65,60,54,64,50,276,未参加,如知道对方所成长[F長]的环[C]境如何或他成长[F長]环[C]境的特色是什么[F麼]。
200307109523200441,韩国,女,200307,绿色食品与饥饿,70,80,86,70,61,357,B,随着人类的科学技术发展[BQ，]人们的生活水平日益提高。
200105550523150147,韩国,男,200105,一封写给父母的信,65,70,49,54,51,275,未参加,所以我在你们的面前总是感到没有面子，最近爸爸开始了养花，种草。
200209550523150936,韩国,男,200209,如何解决“代沟”问题,60,60,33,57,64,256,未参加,随着社会的经济[F済]、文化、教育水平的发展，给{CC在}我们日常生活{CD中}也带来了在几{CD多}方面的{CC上}许[F許]多变化。
200209550523250138,韩国,女,200209,如何解决“代沟”问题,65,65,33,54,40,241,未参加,有的时候，如果妈妈做这样，就{CJX}奶奶{CD改}做{CJ+buy了}那样。
200405109523200821,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,60,62,60,58,288,C,吸烟也损害别人的健康。
200105550523250046,韩国,女,200105,一封写给父母的信,70,65,52,61,56,290,C,谢谢，爸爸[BD、]妈妈。
200209550523250194,韩国,女,200209,如何解决“代沟”问题,65,65,66,49,50,279,未参加,可是我没有这样的想法。{CJ-zhuy我}
200209550523250866,韩国,女,200209,如何解决“代沟”问题,70,70,81,76,62,347,C,现在我们生活中代沟问题{CD是}成了非常重要的问题。
200510111523201875,韩国,女,200510,我看流行歌曲,60,55,56,34,37,223,未参加,当然非常喜欢流行歌曲。
200307109523200187,韩国,女,200307,绿色食品与饥饿,75,70,72,46,70,322,C,"想要达到这个目的的话[B适][BQ,]保[C]护环境[C]是必须[B需]要做[B作]{CJ+buy起来}的。"
199604123523200332,韩国,女,199604,如何看待“安乐死”,85,70,69,69,47,330,C,我[C]知道病人的家人会很痛苦，但不能自己来杀。
200307109523200525,韩国,女,200307,绿色食品与饥饿,70,60,72,56,76,319,C,人类对健康的要求是改变不了的。
200105550523150165,韩国,男,200105,一封写给父母的信,70,60,27,51,58,251,未参加,我是你们的大儿[F兒]子。
200510111523100822,韩国,男,200510,我看流行歌曲,65,85,60,52,72,324,C,其次，通过流行歌曲我们可以知道现代社会问题。
200307205523200115,韩国,女,200307,绿色食品与饥饿,65,85,83,70,81,374,B,因为我们可不能忽视那好几亿的因缺少粮食而挨饿的人们。
199412104523100618,韩国,男,199412,记对我影响最大的一个人,40,70,70,46,74,280,未参加,我最尊敬我的父亲。
200405109523201430,韩国,女,200405,吸烟对个人健康和公众利益的影响,75,70,62,54,64,314,C,我一个人吸烟，吸烟吸得多，得了肺癌[C]{CQ而}死。[BC，]
200209550523150879,韩国,男,200209,如何解决“代沟”问题,70,60,51,67,50,283,未参加,我们怎样解[B觖]决[L]这个问题呢？
200307206523100031,韩国,男,200307,绿色食品与饥饿,65,70,72,70,79,342,C,即[B既]使吃那些[C]非绿色食品[BQ，]我们[C]应该[C]能活下来，那些[C]不挨饿的人们[C]逐渐[C]减少，到[B利]最后我们[C]还是可以吃那些绿色食品的{CC了}。
199705104523200522,韩国,女,199705,我的城市/乡村生活,65,60,46,35,37,226,未参加,我认为城市生活和乡村生活有点不一样。
200209550523250809,韩国,女,200209,如何解决“代沟”问题,70,70,54,79,56,317,C,现代社会有各种各样的问题。
200209550523150226,韩国,男,200209,如何解决“代沟”问题,65,60,48,47,66,269,未参加,"其次呢,父母与子女之间不足{CJX}对话,最近的子女不想跟父母说话,因为父母很严格{CC2的严格性很大}[BQ，]所以发生这样的问题。"
200307302523200071,韩国,女,200307,绿色食品与饥饿,70,70,70,56,64,318,C,随着科学的发展，[BC.]我们的农业技术也越来[B业]越高了。
200405109523100640,韩国,男,200405,吸烟对个人健康和公众利益的影响,75,65,67,52,55,301,C,听说旁[B榜[C]]边的人比吸烟者{CJ-wy受到的}影响更大。[BC，]
199610550523290028,韩国,女,199610,如何解决“代沟”问题,65,55,65,42,53,262,未参加,成人也应要努力理解他们的生活习惯跟成人不一样，成人不努力理解他们，不能要求改善他们错点。
200510302523100108,韩国,男,200510,我看流行歌曲,60,60,56,50,62,270,未参加,一般流行歌曲的内容，几乎都是{CQ和}爱情有关的。
200307271523200083,韩国,女,200307,绿色食品与饥饿,70,55,75,62,84,330,C,为什么呢？
200209550523250006,韩国,女,200209,如何解决“代沟”问题,65,70,60,84,66,331,C,关键在于用一段的时间一起谈话，运动，去旅行，吃饭等{CD的}做共同的事情{CC经验}。
200307302523100146,韩国,男,200307,绿色食品与饥饿,70,60,59,51,32,257,未参加,总之，“绿色食品”和“饥饿”问[C]题{CD是}需要两个方面[B边]的政策。[BC.]
200105550523250051,韩国,女,200105,一封写给父母的信,70,70,47,49,49,273,未参加,对吧？
200405109523101398,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,75,56,52,68,303,未参加,进一步{CJX}最近政府提出的要求比以前更多了。
200209550523250191,韩国,女,200209,如何解决“代沟”问题,65,65,51,71,62,298,C,真是[B吃]的。
200105550523250094,韩国,女,200105,一封写给父母的信,70,65,49,39,45,254,未参加,爸！
200005108523200339,韩国,女,200005,关于用自然之声取代噪声的建议,65,70,72,57,54,304,C,噪声刺激{CC刺}我们的耳朵，真的受不了，引起睡眠障碍、[BC，]压力等。
200510302523200208,韩国,女,200510,我看流行歌曲,95,80,83,65,77,396,B,听流行歌曲俗吗？
199605104523100197,韩国,男,199605,由“三个和尚没水喝”想到的……,75,70,71,54,65,324,C,也就是谁[F誰]也不想去准备[F準]备[F備]火，因为[F為]怕自己的衣服弄脏[F髒]。
200005108523200298,韩国,女,200005,关于用自然之声取代噪声的建议,70,70,56,55,61,300,C,为了美好的生活我非常同意，‘关于用自然之声取代噪声的建议’的想法在于救生活的所有的人肯定听过我们周围的不可胜数的噪音，{CJZR}我想建议一个方法。
200105550523150292,韩国,男,200105,一封写给父母的信,70,75,74,77,81,366,B,你们觉得也是吧？
200307109523200049,韩国,女,200307,绿色食品与饥饿,70,70,83,62,81,354,C,我认为有些人能[C]吃饱[B咆]，但有些人[B了]吃不饱[BQ，]不是粮食数量上的问题，[BC。]而是经济条件差异带来的结果而已。
200405109523100835,韩国,男,200405,吸烟对个人健康和公众利益的影响,70,65,59,66,70,316,C,这不仅对{CC在}身体，而且对精神{CD上}也有很大的影响。
200307109523200245,韩国,女,200307,绿色食品与饥饿,60,65,64,33,64,269,未参加,另一个{CD是}却不像它那样[BD，]光亮、新鲜，反而有很多虫。
200105550523250279,韩国,女,200105,一封写给父母的信,75,70,58,47,47,286,C,爸爸今年已经{CC以已}五十八岁了，我也{CD觉得}担心爸爸的年纪大了，可是{CJ-zhuy我}一个人还没结婚，而且还没有工作。
200105550523150500,韩国,男,200105,一封写给父母的信,70,65,41,39,61,262,未参加,爸爸，妈妈！
200307302523100065,韩国,男,200307,绿色食品与饥饿,85,60,78,64,79,354,C,这应该是和那个国家的经济实力有关。[BC.]
200405109523101803,韩国,男,200405,吸烟对个人健康和公众利益的影响,40,75,33,39,28,196,未参加,对我来说，我很不喜欢抽烟。{CP因为是这样的，第[B弟]一，抽烟对自己的身体不好[BQ，]而是{CQ对}
200105550523150267,韩国,男,200105,一封写给父母的信,65,75,44,25,51,247,未参加,我现在每天在图书馆学习汉语，跟几个同学{CD们}[B门]组织小学术会一起讨论。
200510111523100413,韩国,男,200510,我看流行歌曲,65,70,46,42,64,273,未参加,第[B弟]二，流行歌可以给我很多话题。
200104124523100243,韩国,男,200104,一封写给父母的信,70,65,74,56,85,336,C,很简单，我想好好儿吃妈妈亲手给我做的菜，还有咱们三口{CJX}家人一定{CJ-zy要}在一个桌子上很和气地吃饭。
200209550523250928,韩国,女,200209,如何解决“代沟”问题,65,60,48,47,44,247,未参加,那么，可能会容易解决“代沟”问题，他们与上一辈之间的沟通与交流的困难也会减少。
200405109523100986,韩国,男,200405,吸烟对个人健康和公众利益的影响,50,60,31,46,44,211,未参加,对吸烟者来说，虽然吸烟对身体[B休]不好，但这是他自己决定的。
199705104523100020,韩国,男,199705,我的城市/乡村生活,65,75,69,65,58,319,C,"生活在城市的人们,几乎没有机会看到绿绿的森林，他们周围只有高高的灰色的大楼。[BC，]"
200105550523150177,韩国,男,200105,一封写给父母的信,70,65,49,39,47,256,未参加,当孩子一定多次写给你们信{CJshb}，在你们培养我的时间中好像最多五次吧。
200307217523200102,韩国,女,200307,绿色食品与饥饿,65,65,83,62,81,340,C,不管现在多富的国家{CD敢}肯定有这[C]样的经历{CC经验}。
200105550523250085,韩国,女,200105,一封写给父母的信,65,70,49,25,49,244,未参加,敬礼2001.5.12××
199605550523290060,韩国,女,199605,由“三个和尚没水喝”想到的……,65,60,71,67,72,318,C,好像是这篇文章里的[C]三个和尚似[C]的，[BC。]在高山上只有一个和尚时，他每[C]天都到山底下自己挑水喝{CD了}。
200405109523100518,韩国,男,200405,吸烟对个人健康和公众利益的影响,75,75,55,44,61,300,未参加,那[C]么，吸烟者为什么要吸烟呢？
200307302523100120,韩国,男,200307,绿色食品与饥饿,60,50,46,33,47,216,未参加,所以愿意吃“绿色食品”。
200209550523250334,韩国,女,200209,如何解决“代沟”问题,65,70,63,67,62,313,C,{CJ-zy应该}推行“大家族”的方法。
199412123523100100,韩国,男,199412,记我的父亲,50,60,36,38,37,201,未参加,因为大家都对我好，所以我的脾[C]气不太好，我四岁的{CJ-dy时候}有一天客人来了，他给我买很好的东西。
200307204523200132,韩国,女,200307,绿色食品与饥饿,60,65,64,41,32,245,未参加,不缺{CC欠}粮食{CC食粮}[BQ，]整{CC全}个世界的人类[F類]都可以吃绿色食品的{CJ?}。
200510111523201071,韩国,女,200510,我看流行歌曲,60,65,60,38,37,243,未参加,不但逃课而且对父母说谎[C]话以后去看他们。
200307205523100001,韩国,男,200307,绿色食品与饥饿,80,70,64,51,61,316,C,我不这[B怎]么认为，他们也有家庭、[BC，]朋友、[BC，]父母[BQ，]还有梦想。
200105550523150028,韩国,男,200105,一封写给父母的信,65,70,41,47,67,276,未参加,你们好。
199505104523100014,韩国,男,199505,记对我影响最大的一个人,60,70,15,44,43,217,未参加,他的名字{CC大名}是许[F許]也旭。[BC，]
200405109523101460,韩国,男,200405,吸烟对个人健康和公众利益的影响,75,70,62,62,68,326,C,对吸烟的人来说，这是最严厉的惩罚措施。
200510111523201072,韩国,女,200510,我看流行歌曲,55,75,56,61,69,301,未参加,它是{CC给}我生活中的活力素。
200510111523201100,韩国,女,200510,我看流行歌曲,65,70,60,50,50,281,C,我认为流行歌可以代表[D当]时代。
200405109523101448,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,65,67,44,50,275,未参加,它产生各种各样的病，甚至死亡。
200105550523250079,韩国,女,200105,一封写给父母的信,75,80,63,65,72,346,C,尽管我妈长得很像爸爸，但性格与爸截然不同。
199510550523100910,韩国,男,199510,如何看待“安乐死”,50,50,16,27,26,147,未参加,分明的事，不看过[C]，人们[B门]生命的重视[F視]思[C]想。{CJ？}
200510111523200879,韩国,女,200510,我看流行歌曲,55,90,53,40,67,294,未参加,而且使我感到一种莫名的新鲜[C]感。
200307109523200260,韩国,女,200307,绿色食品与饥饿,65,75,75,62,67,331,C,短文里也提到了世界上还有几亿人因缺少粮[B精]食而挨饿。
200510111523101864,韩国,男,200510,我看流行歌曲,95,70,67,46,74,346,C,我认为这特点就是人们喜欢听流行歌曲的原因之首。
200105550523250221,韩国,女,200105,一封写给父母的信,80,75,47,47,83,323,未参加,爸爸、[BC，]妈妈，我已经长大了，成才了，而且成家立业了，找了一个您二位满意的，而且我心目当中的白马王子。
200510302523200129,韩国,女,200510,我看流行歌曲,65,60,49,48,52,257,未参加,有一天，她在电视里听见某首{CC个}流行歌曲，她一听就感动了，所以她去学校的时候，吃饭的时候，甚至学习的时候，她一直听流行歌曲。[BC，]
200209550523250940,韩国,女,200209,如何解决“代沟”问题,70,65,69,74,60,324,C,我跟他开始学乒[B兵]乓[B兵]球。
200307109523100563,韩国,男,200307,绿色食品与饥饿,65,65,40,35,32,221,未参加,空气、[BC，]水什么的都很[C]干净，一点也没有污染。
200209550523150361,韩国,男,200209,如何解决“代沟”问题,65,60,54,42,42,246,未参加,但我又听过跟上面不一样的事情。
200510302523200035,韩国,女,200510,我看流行歌曲,75,80,74,59,79,358,B,所以我认为听流行歌曲的不利影响比有利影响[L]多得多。
200510111523200866,韩国,女,200510,我看流行歌曲,90,80,77,65,72,379,B,比如说我们有时候感到不知怎样才能对社会表达{CC发出}我们年轻人的想法时，常常会用到一些流行歌曲的歌词与该歌曲的歌手风格来展示我们。
199412104523200682,韩国,女,199412,记对我影响最大的一个人,90,60,73,59,69,341,C,我知道母亲是多么坚[B健]强的人。
200105550523250052,韩国,女,200105,一封写给父母的信,70,75,41,49,63,287,未参加,妈妈，做为您的女儿，非常爱您.这一点妈妈您知道吧？
200510111523201100,韩国,女,200510,我看流行歌曲,65,70,60,50,50,281,C,我觉得歌可以代表我的感情，还有歌可以换我的心情，比如说我的心情不太好的话听歌可以变开心点。
200510302523100118,韩国,男,200510,我看流行歌曲,65,45,46,34,40,209,未参加,有些人特别喜欢流行歌曲。
199605104523200272,韩国,女,199605,由“三个和尚没水喝”想到的……,55,60,38,38,46,218,未参加,我们大家一起保护自然资源吧。
200405109523100656,韩国,男,200405,吸烟对个人健康和公众利益的影响,85,65,58,75,80,352,C,谁也知道吸烟对自己的身体不好，尤其[BD，]对吸烟者周[C]围的间接[C]吸烟者更不好。
199705104523100084,韩国,男,199705,我的城市/乡村生活,75,65,46,51,49,273,未参加,但是能去好的地方。
200105550523250331,韩国,女,200105,一封写给父母的信,70,75,47,44,47,272,未参加,好不好！
200307217523100016,韩国,男,200307,绿色食品与饥饿,85,70,75,75,87,383,B,首先，让他们意识到“绿色食品”的重要性，让他们知道身体需要的是营养，而不是一时的饱满感。
200105550523250449,韩国,女,200105,一封写给父母的信,70,65,47,49,38,255,未参加,下次打电话的时候，我一定问你去还是没去。
199604123523200327,韩国,女,199604,如何看待“安乐死”,60,70,58,61,44,277,未参加,我认为世界{CC世际}上最重要的是生命。
